Entry,Ligand_SMILES,Substrate_SMILES,Yield,tokenized_ligand,tokenized_substrate
196,FC(C=C1)=CC=C1P(C2=CC=C(F)C=C2)C3=CC=C(F)C=C3,O=C(C1=CC=CC=C1)C(F)(F)F,92.0,F C ( C = C 1 ) = C C = C 1 P ( C 2 = C C = C ( F ) C = C 2 ) C 3 = C C = C ( F ) C = C 3,O = C ( C 1 = C C = C C = C 1 ) C ( F ) ( F ) F
197,FC(C=C1)=CC=C1P(C2=CC=C(F)C=C2)C3=CC=C(F)C=C3,O=C(C1CCCCC1)C2=CC=CC=C2,52.0,F C ( C = C 1 ) = C C = C 1 P ( C 2 = C C = C ( F ) C = C 2 ) C 3 = C C = C ( F ) C = C 3,O = C ( C 1 C C C C C 1 ) C 2 = C C = C C = C 2
198,FC(C=C1)=CC=C1P(C2=CC=C(F)C=C2)C3=CC=C(F)C=C3,O=C1CCCC2=CC=CC=C21,20.0,F C ( C = C 1 ) = C C = C 1 P ( C 2 = C C = C ( F ) C = C 2 ) C 3 = C C = C ( F ) C = C 3,O = C 1 C C C C 2 = C C = C C = C 2 1
199,FC(C=C1)=CC=C1P(C2=CC=C(F)C=C2)C3=CC=C(F)C=C3,O=C1CCC2=CC=CC=C2C1,92.0,F C ( C = C 1 ) = C C = C 1 P ( C 2 = C C = C ( F ) C = C 2 ) C 3 = C C = C ( F ) C = C 3,O = C 1 C C C 2 = C C = C C = C 2 C 1
200,FC(C=C1)=CC=C1P(C2=CC=C(F)C=C2)C3=CC=C(F)C=C3,O=C(C1CCCCC1)C2CCCCC2,2.0,F C ( C = C 1 ) = C C = C 1 P ( C 2 = C C = C ( F ) C = C 2 ) C 3 = C C = C ( F ) C = C 3,O = C ( C 1 C C C C C 1 ) C 2 C C C C C 2
201,FC(C1=CC=C(P(C2=CC=C(C=C2)C(F)(F)F)C3=CC=C(C=C3)C(F)(F)F)C=C1)(F)F,O=C(C1=CC=CC=C1)C2=CC=CC=C2,95.0,F C ( C 1 = C C = C ( P ( C 2 = C C = C ( C = C 2 ) C ( F ) ( F ) F ) C 3 = C C = C ( C = C 3 ) C ( F ) ( F ) F ) C = C 1 ) ( F ) F,O = C ( C 1 = C C = C C = C 1 ) C 2 = C C = C C = C 2
202,FC(C1=CC=C(P(C2=CC=C(C=C2)C(F)(F)F)C3=CC=C(C=C3)C(F)(F)F)C=C1)(F)F,O=C(C1=CC=C(C)C=C1)C2=CC=C(C)C=C2,48.0,F C ( C 1 = C C = C ( P ( C 2 = C C = C ( C = C 2 ) C ( F ) ( F ) F ) C 3 = C C = C ( C = C 3 ) C ( F ) ( F ) F ) C = C 1 ) ( F ) F,O = C ( C 1 = C C = C ( C ) C = C 1 ) C 2 = C C = C ( C ) C = C 2
203,FC(C1=CC=C(P(C2=CC=C(C=C2)C(F)(F)F)C3=CC=C(C=C3)C(F)(F)F)C=C1)(F)F,O=C(C1=CC=C(C=C1)OC)C2=CC=C(C=C2)OC,21.0,F C ( C 1 = C C = C ( P ( C 2 = C C = C ( C = C 2 ) C ( F ) ( F ) F ) C 3 = C C = C ( C = C 3 ) C ( F ) ( F ) F ) C = C 1 ) ( F ) F,O = C ( C 1 = C C = C ( C = C 1 ) O C ) C 2 = C C = C ( C = C 2 ) O C
204,FC(C1=CC=C(P(C2=CC=C(C=C2)C(F)(F)F)C3=CC=C(C=C3)C(F)(F)F)C=C1)(F)F,O=C(C1=CC=C(F)C=C1)C2=CC=C(F)C=C2,39.0,F C ( C 1 = C C = C ( P ( C 2 = C C = C ( C = C 2 ) C ( F ) ( F ) F ) C 3 = C C = C ( C = C 3 ) C ( F ) ( F ) F ) C = C 1 ) ( F ) F,O = C ( C 1 = C C = C ( F ) C = C 1 ) C 2 = C C = C ( F ) C = C 2
205,FC(C1=CC=C(P(C2=CC=C(C=C2)C(F)(F)F)C3=CC=C(C=C3)C(F)(F)F)C=C1)(F)F,CC(C1=CC=CC=C1)=O,32.0,F C ( C 1 = C C = C ( P ( C 2 = C C = C ( C = C 2 ) C ( F ) ( F ) F ) C 3 = C C = C ( C = C 3 ) C ( F ) ( F ) F ) C = C 1 ) ( F ) F,C C ( C 1 = C C = C C = C 1 ) = O
206,FC(C1=CC=C(P(C2=CC=C(C=C2)C(F)(F)F)C3=CC=C(C=C3)C(F)(F)F)C=C1)(F)F,O=C(C1=CC=CC=C1)C(F)(F)F,91.0,F C ( C 1 = C C = C ( P ( C 2 = C C = C ( C = C 2 ) C ( F ) ( F ) F ) C 3 = C C = C ( C = C 3 ) C ( F ) ( F ) F ) C = C 1 ) ( F ) F,O = C ( C 1 = C C = C C = C 1 ) C ( F ) ( F ) F
207,FC(C1=CC=C(P(C2=CC=C(C=C2)C(F)(F)F)C3=CC=C(C=C3)C(F)(F)F)C=C1)(F)F,O=C(C1CCCCC1)C2=CC=CC=C2,30.0,F C ( C 1 = C C = C ( P ( C 2 = C C = C ( C = C 2 ) C ( F ) ( F ) F ) C 3 = C C = C ( C = C 3 ) C ( F ) ( F ) F ) C = C 1 ) ( F ) F,O = C ( C 1 C C C C C 1 ) C 2 = C C = C C = C 2
208,FC(C1=CC=C(P(C2=CC=C(C=C2)C(F)(F)F)C3=CC=C(C=C3)C(F)(F)F)C=C1)(F)F,O=C1CCCC2=CC=CC=C21,19.0,F C ( C 1 = C C = C ( P ( C 2 = C C = C ( C = C 2 ) C ( F ) ( F ) F ) C 3 = C C = C ( C = C 3 ) C ( F ) ( F ) F ) C = C 1 ) ( F ) F,O = C 1 C C C C 2 = C C = C C = C 2 1
209,FC(C1=CC=C(P(C2=CC=C(C=C2)C(F)(F)F)C3=CC=C(C=C3)C(F)(F)F)C=C1)(F)F,O=C1CCC2=CC=CC=C2C1,94.0,F C ( C 1 = C C = C ( P ( C 2 = C C = C ( C = C 2 ) C ( F ) ( F ) F ) C 3 = C C = C ( C = C 3 ) C ( F ) ( F ) F ) C = C 1 ) ( F ) F,O = C 1 C C C 2 = C C = C C = C 2 C 1
210,FC(C1=CC=C(P(C2=CC=C(C=C2)C(F)(F)F)C3=CC=C(C=C3)C(F)(F)F)C=C1)(F)F,O=C(C1CCCCC1)C2CCCCC2,3.0,F C ( C 1 = C C = C ( P ( C 2 = C C = C ( C = C 2 ) C ( F ) ( F ) F ) C 3 = C C = C ( C = C 3 ) C ( F ) ( F ) F ) C = C 1 ) ( F ) F,O = C ( C 1 C C C C C 1 ) C 2 C C C C C 2
211,C1(P(C2=CC=CO2)C3=CC=CO3)=CC=CO1,O=C(C1=CC=CC=C1)C2=CC=CC=C2,30.0,C 1 ( P ( C 2 = C C = C O 2 ) C 3 = C C = C O 3 ) = C C = C O 1,O = C ( C 1 = C C = C C = C 1 ) C 2 = C C = C C = C 2
212,C1(P(C2=CC=CO2)C3=CC=CO3)=CC=CO1,O=C(C1=CC=C(C)C=C1)C2=CC=C(C)C=C2,13.0,C 1 ( P ( C 2 = C C = C O 2 ) C 3 = C C = C O 3 ) = C C = C O 1,O = C ( C 1 = C C = C ( C ) C = C 1 ) C 2 = C C = C ( C ) C = C 2
213,C1(P(C2=CC=CO2)C3=CC=CO3)=CC=CO1,O=C(C1=CC=C(C=C1)OC)C2=CC=C(C=C2)OC,7.0,C 1 ( P ( C 2 = C C = C O 2 ) C 3 = C C = C O 3 ) = C C = C O 1,O = C ( C 1 = C C = C ( C = C 1 ) O C ) C 2 = C C = C ( C = C 2 ) O C
214,C1(P(C2=CC=CO2)C3=CC=CO3)=CC=CO1,O=C(C1=CC=C(F)C=C1)C2=CC=C(F)C=C2,52.0,C 1 ( P ( C 2 = C C = C O 2 ) C 3 = C C = C O 3 ) = C C = C O 1,O = C ( C 1 = C C = C ( F ) C = C 1 ) C 2 = C C = C ( F ) C = C 2
215,C1(P(C2=CC=CO2)C3=CC=CO3)=CC=CO1,CC(C1=CC=CC=C1)=O,12.0,C 1 ( P ( C 2 = C C = C O 2 ) C 3 = C C = C O 3 ) = C C = C O 1,C C ( C 1 = C C = C C = C 1 ) = O
216,C1(P(C2=CC=CO2)C3=CC=CO3)=CC=CO1,O=C(C1=CC=CC=C1)C(F)(F)F,81.0,C 1 ( P ( C 2 = C C = C O 2 ) C 3 = C C = C O 3 ) = C C = C O 1,O = C ( C 1 = C C = C C = C 1 ) C ( F ) ( F ) F
217,C1(P(C2=CC=CO2)C3=CC=CO3)=CC=CO1,O=C(C1CCCCC1)C2=CC=CC=C2,10.0,C 1 ( P ( C 2 = C C = C O 2 ) C 3 = C C = C O 3 ) = C C = C O 1,O = C ( C 1 C C C C C 1 ) C 2 = C C = C C = C 2
218,C1(P(C2=CC=CO2)C3=CC=CO3)=CC=CO1,O=C1CCCC2=CC=CC=C21,5.0,C 1 ( P ( C 2 = C C = C O 2 ) C 3 = C C = C O 3 ) = C C = C O 1,O = C 1 C C C C 2 = C C = C C = C 2 1
219,C1(P(C2=CC=CO2)C3=CC=CO3)=CC=CO1,O=C1CCC2=CC=CC=C2C1,43.0,C 1 ( P ( C 2 = C C = C O 2 ) C 3 = C C = C O 3 ) = C C = C O 1,O = C 1 C C C 2 = C C = C C = C 2 C 1
220,C1(P(C2=CC=CO2)C3=CC=CO3)=CC=CO1,O=C(C1CCCCC1)C2CCCCC2,1.0,C 1 ( P ( C 2 = C C = C O 2 ) C 3 = C C = C O 3 ) = C C = C O 1,O = C ( C 1 C C C C C 1 ) C 2 C C C C C 2
221,CCCCP(CCCC)CCCC,O=C(C1=CC=CC=C1)C2=CC=CC=C2,7.0,C C C C P ( C C C C ) C C C C,O = C ( C 1 = C C = C C = C 1 ) C 2 = C C = C C = C 2
222,CCCCP(CCCC)CCCC,O=C(C1=CC=C(C)C=C1)C2=CC=C(C)C=C2,4.0,C C C C P ( C C C C ) C C C C,O = C ( C 1 = C C = C ( C ) C = C 1 ) C 2 = C C = C ( C ) C = C 2
223,CCCCP(CCCC)CCCC,O=C(C1=CC=C(C=C1)OC)C2=CC=C(C=C2)OC,1.0,C C C C P ( C C C C ) C C C C,O = C ( C 1 = C C = C ( C = C 1 ) O C ) C 2 = C C = C ( C = C 2 ) O C
224,CCCCP(CCCC)CCCC,O=C(C1=CC=C(F)C=C1)C2=CC=C(F)C=C2,93.0,C C C C P ( C C C C ) C C C C,O = C ( C 1 = C C = C ( F ) C = C 1 ) C 2 = C C = C ( F ) C = C 2
225,CCCCP(CCCC)CCCC,CC(C1=CC=CC=C1)=O,77.0,C C C C P ( C C C C ) C C C C,C C ( C 1 = C C = C C = C 1 ) = O
226,CCCCP(CCCC)CCCC,O=C(C1=CC=CC=C1)C(F)(F)F,82.0,C C C C P ( C C C C ) C C C C,O = C ( C 1 = C C = C C = C 1 ) C ( F ) ( F ) F
227,CCCCP(CCCC)CCCC,O=C(C1CCCCC1)C2=CC=CC=C2,41.0,C C C C P ( C C C C ) C C C C,O = C ( C 1 C C C C C 1 ) C 2 = C C = C C = C 2
228,CCCCP(CCCC)CCCC,O=C1CCCC2=CC=CC=C21,2.0,C C C C P ( C C C C ) C C C C,O = C 1 C C C C 2 = C C = C C = C 2 1
229,CCCCP(CCCC)CCCC,O=C1CCC2=CC=CC=C2C1,23.0,C C C C P ( C C C C ) C C C C,O = C 1 C C C 2 = C C = C C = C 2 C 1
230,CCCCP(CCCC)CCCC,O=C(C1CCCCC1)C2CCCCC2,0.0,C C C C P ( C C C C ) C C C C,O = C ( C 1 C C C C C 1 ) C 2 C C C C C 2
231,P(C1CCCCC1)(C2CCCCC2)C3CCCCC3,O=C(C1=CC=CC=C1)C2=CC=CC=C2,15.0,P ( C 1 C C C C C 1 ) ( C 2 C C C C C 2 ) C 3 C C C C C 3,O = C ( C 1 = C C = C C = C 1 ) C 2 = C C = C C = C 2
232,P(C1CCCCC1)(C2CCCCC2)C3CCCCC3,O=C(C1=CC=C(C)C=C1)C2=CC=C(C)C=C2,8.0,P ( C 1 C C C C C 1 ) ( C 2 C C C C C 2 ) C 3 C C C C C 3,O = C ( C 1 = C C = C ( C ) C = C 1 ) C 2 = C C = C ( C ) C = C 2
233,P(C1CCCCC1)(C2CCCCC2)C3CCCCC3,O=C(C1=CC=C(C=C1)OC)C2=CC=C(C=C2)OC,2.0,P ( C 1 C C C C C 1 ) ( C 2 C C C C C 2 ) C 3 C C C C C 3,O = C ( C 1 = C C = C ( C = C 1 ) O C ) C 2 = C C = C ( C = C 2 ) O C
234,P(C1CCCCC1)(C2CCCCC2)C3CCCCC3,O=C(C1=CC=C(F)C=C1)C2=CC=C(F)C=C2,21.0,P ( C 1 C C C C C 1 ) ( C 2 C C C C C 2 ) C 3 C C C C C 3,O = C ( C 1 = C C = C ( F ) C = C 1 ) C 2 = C C = C ( F ) C = C 2
235,P(C1CCCCC1)(C2CCCCC2)C3CCCCC3,CC(C1=CC=CC=C1)=O,11.0,P ( C 1 C C C C C 1 ) ( C 2 C C C C C 2 ) C 3 C C C C C 3,C C ( C 1 = C C = C C = C 1 ) = O
236,P(C1CCCCC1)(C2CCCCC2)C3CCCCC3,O=C(C1=CC=CC=C1)C(F)(F)F,77.0,P ( C 1 C C C C C 1 ) ( C 2 C C C C C 2 ) C 3 C C C C C 3,O = C ( C 1 = C C = C C = C 1 ) C ( F ) ( F ) F
237,P(C1CCCCC1)(C2CCCCC2)C3CCCCC3,O=C(C1CCCCC1)C2=CC=CC=C2,3.0,P ( C 1 C C C C C 1 ) ( C 2 C C C C C 2 ) C 3 C C C C C 3,O = C ( C 1 C C C C C 1 ) C 2 = C C = C C = C 2
238,P(C1CCCCC1)(C2CCCCC2)C3CCCCC3,O=C1CCCC2=CC=CC=C21,2.0,P ( C 1 C C C C C 1 ) ( C 2 C C C C C 2 ) C 3 C C C C C 3,O = C 1 C C C C 2 = C C = C C = C 2 1
239,P(C1CCCCC1)(C2CCCCC2)C3CCCCC3,O=C1CCC2=CC=CC=C2C1,53.0,P ( C 1 C C C C C 1 ) ( C 2 C C C C C 2 ) C 3 C C C C C 3,O = C 1 C C C 2 = C C = C C = C 2 C 1
240,P(C1CCCCC1)(C2CCCCC2)C3CCCCC3,O=C(C1CCCCC1)C2CCCCC2,0.0,P ( C 1 C C C C C 1 ) ( C 2 C C C C C 2 ) C 3 C C C C C 3,O = C ( C 1 C C C C C 1 ) C 2 C C C C C 2
241,CP(C1=CC=CC=C1)C2=CC=CC=C2,O=C(C1=CC=CC=C1)C2=CC=CC=C2,8.0,C P ( C 1 = C C = C C = C 1 ) C 2 = C C = C C = C 2,O = C ( C 1 = C C = C C = C 1 ) C 2 = C C = C C = C 2
242,CP(C1=CC=CC=C1)C2=CC=CC=C2,O=C(C1=CC=C(C)C=C1)C2=CC=C(C)C=C2,9.0,C P ( C 1 = C C = C C = C 1 ) C 2 = C C = C C = C 2,O = C ( C 1 = C C = C ( C ) C = C 1 ) C 2 = C C = C ( C ) C = C 2
243,CP(C1=CC=CC=C1)C2=CC=CC=C2,O=C(C1=CC=C(C=C1)OC)C2=CC=C(C=C2)OC,1.0,C P ( C 1 = C C = C C = C 1 ) C 2 = C C = C C = C 2,O = C ( C 1 = C C = C ( C = C 1 ) O C ) C 2 = C C = C ( C = C 2 ) O C
244,CP(C1=CC=CC=C1)C2=CC=CC=C2,O=C(C1=CC=C(F)C=C1)C2=CC=C(F)C=C2,12.0,C P ( C 1 = C C = C C = C 1 ) C 2 = C C = C C = C 2,O = C ( C 1 = C C = C ( F ) C = C 1 ) C 2 = C C = C ( F ) C = C 2
245,CP(C1=CC=CC=C1)C2=CC=CC=C2,CC(C1=CC=CC=C1)=O,69.0,C P ( C 1 = C C = C C = C 1 ) C 2 = C C = C C = C 2,C C ( C 1 = C C = C C = C 1 ) = O
246,CP(C1=CC=CC=C1)C2=CC=CC=C2,O=C(C1=CC=CC=C1)C(F)(F)F,35.0,C P ( C 1 = C C = C C = C 1 ) C 2 = C C = C C = C 2,O = C ( C 1 = C C = C C = C 1 ) C ( F ) ( F ) F
247,CP(C1=CC=CC=C1)C2=CC=CC=C2,O=C(C1CCCCC1)C2=CC=CC=C2,1.0,C P ( C 1 = C C = C C = C 1 ) C 2 = C C = C C = C 2,O = C ( C 1 C C C C C 1 ) C 2 = C C = C C = C 2
248,CP(C1=CC=CC=C1)C2=CC=CC=C2,O=C1CCCC2=CC=CC=C21,2.0,C P ( C 1 = C C = C C = C 1 ) C 2 = C C = C C = C 2,O = C 1 C C C C 2 = C C = C C = C 2 1
249,CP(C1=CC=CC=C1)C2=CC=CC=C2,O=C1CCC2=CC=CC=C2C1,12.0,C P ( C 1 = C C = C C = C 1 ) C 2 = C C = C C = C 2,O = C 1 C C C 2 = C C = C C = C 2 C 1
250,CP(C1=CC=CC=C1)C2=CC=CC=C2,O=C(C1CCCCC1)C2CCCCC2,1.0,C P ( C 1 = C C = C C = C 1 ) C 2 = C C = C C = C 2,O = C ( C 1 C C C C C 1 ) C 2 C C C C C 2
251,CC(P(C(C)(C)C)C1=CC=CC=C1C2=CC=CC=C2)(C)C,O=C(C1=CC=CC=C1)C2=CC=CC=C2,2.0,C C ( P ( C ( C ) ( C ) C ) C 1 = C C = C C = C 1 C 2 = C C = C C = C 2 ) ( C ) C,O = C ( C 1 = C C = C C = C 1 ) C 2 = C C = C C = C 2
252,CC(P(C(C)(C)C)C1=CC=CC=C1C2=CC=CC=C2)(C)C,O=C(C1=CC=C(C)C=C1)C2=CC=C(C)C=C2,1.0,C C ( P ( C ( C ) ( C ) C ) C 1 = C C = C C = C 1 C 2 = C C = C C = C 2 ) ( C ) C,O = C ( C 1 = C C = C ( C ) C = C 1 ) C 2 = C C = C ( C ) C = C 2
253,CC(P(C(C)(C)C)C1=CC=CC=C1C2=CC=CC=C2)(C)C,O=C(C1=CC=C(C=C1)OC)C2=CC=C(C=C2)OC,2.0,C C ( P ( C ( C ) ( C ) C ) C 1 = C C = C C = C 1 C 2 = C C = C C = C 2 ) ( C ) C,O = C ( C 1 = C C = C ( C = C 1 ) O C ) C 2 = C C = C ( C = C 2 ) O C
254,CC(P(C(C)(C)C)C1=CC=CC=C1C2=CC=CC=C2)(C)C,O=C(C1=CC=C(F)C=C1)C2=CC=C(F)C=C2,2.0,C C ( P ( C ( C ) ( C ) C ) C 1 = C C = C C = C 1 C 2 = C C = C C = C 2 ) ( C ) C,O = C ( C 1 = C C = C ( F ) C = C 1 ) C 2 = C C = C ( F ) C = C 2
255,CC(P(C(C)(C)C)C1=CC=CC=C1C2=CC=CC=C2)(C)C,CC(C1=CC=CC=C1)=O,1.0,C C ( P ( C ( C ) ( C ) C ) C 1 = C C = C C = C 1 C 2 = C C = C C = C 2 ) ( C ) C,C C ( C 1 = C C = C C = C 1 ) = O
256,CC(P(C(C)(C)C)C1=CC=CC=C1C2=CC=CC=C2)(C)C,O=C(C1=CC=CC=C1)C(F)(F)F,17.0,C C ( P ( C ( C ) ( C ) C ) C 1 = C C = C C = C 1 C 2 = C C = C C = C 2 ) ( C ) C,O = C ( C 1 = C C = C C = C 1 ) C ( F ) ( F ) F
257,CC(P(C(C)(C)C)C1=CC=CC=C1C2=CC=CC=C2)(C)C,O=C(C1CCCCC1)C2=CC=CC=C2,1.0,C C ( P ( C ( C ) ( C ) C ) C 1 = C C = C C = C 1 C 2 = C C = C C = C 2 ) ( C ) C,O = C ( C 1 C C C C C 1 ) C 2 = C C = C C = C 2
258,CC(P(C(C)(C)C)C1=CC=CC=C1C2=CC=CC=C2)(C)C,O=C1CCCC2=CC=CC=C21,1.0,C C ( P ( C ( C ) ( C ) C ) C 1 = C C = C C = C 1 C 2 = C C = C C = C 2 ) ( C ) C,O = C 1 C C C C 2 = C C = C C = C 2 1
259,CC(P(C(C)(C)C)C1=CC=CC=C1C2=CC=CC=C2)(C)C,O=C1CCC2=CC=CC=C2C1,4.0,C C ( P ( C ( C ) ( C ) C ) C 1 = C C = C C = C 1 C 2 = C C = C C = C 2 ) ( C ) C,O = C 1 C C C 2 = C C = C C = C 2 C 1
260,CC(P(C(C)(C)C)C1=CC=CC=C1C2=CC=CC=C2)(C)C,O=C(C1CCCCC1)C2CCCCC2,0.0,C C ( P ( C ( C ) ( C ) C ) C 1 = C C = C C = C 1 C 2 = C C = C C = C 2 ) ( C ) C,O = C ( C 1 C C C C C 1 ) C 2 C C C C C 2
261,CC(C)OC1=C(C2=CC=CC=C2P(C3CCCCC3)C4CCCCC4)C(OC(C)C)=CC=C1,O=C(C1=CC=CC=C1)C2=CC=CC=C2,5.0,C C ( C ) O C 1 = C ( C 2 = C C = C C = C 2 P ( C 3 C C C C C 3 ) C 4 C C C C C 4 ) C ( O C ( C ) C ) = C C = C 1,O = C ( C 1 = C C = C C = C 1 ) C 2 = C C = C C = C 2
262,CC(C)OC1=C(C2=CC=CC=C2P(C3CCCCC3)C4CCCCC4)C(OC(C)C)=CC=C1,O=C(C1=CC=C(C)C=C1)C2=CC=C(C)C=C2,3.0,C C ( C ) O C 1 = C ( C 2 = C C = C C = C 2 P ( C 3 C C C C C 3 ) C 4 C C C C C 4 ) C ( O C ( C ) C ) = C C = C 1,O = C ( C 1 = C C = C ( C ) C = C 1 ) C 2 = C C = C ( C ) C = C 2
263,CC(C)OC1=C(C2=CC=CC=C2P(C3CCCCC3)C4CCCCC4)C(OC(C)C)=CC=C1,O=C(C1=CC=C(C=C1)OC)C2=CC=C(C=C2)OC,2.0,C C ( C ) O C 1 = C ( C 2 = C C = C C = C 2 P ( C 3 C C C C C 3 ) C 4 C C C C C 4 ) C ( O C ( C ) C ) = C C = C 1,O = C ( C 1 = C C = C ( C = C 1 ) O C ) C 2 = C C = C ( C = C 2 ) O C
264,CC(C)OC1=C(C2=CC=CC=C2P(C3CCCCC3)C4CCCCC4)C(OC(C)C)=CC=C1,O=C(C1=CC=C(F)C=C1)C2=CC=C(F)C=C2,6.0,C C ( C ) O C 1 = C ( C 2 = C C = C C = C 2 P ( C 3 C C C C C 3 ) C 4 C C C C C 4 ) C ( O C ( C ) C ) = C C = C 1,O = C ( C 1 = C C = C ( F ) C = C 1 ) C 2 = C C = C ( F ) C = C 2
265,CC(C)OC1=C(C2=CC=CC=C2P(C3CCCCC3)C4CCCCC4)C(OC(C)C)=CC=C1,CC(C1=CC=CC=C1)=O,2.0,C C ( C ) O C 1 = C ( C 2 = C C = C C = C 2 P ( C 3 C C C C C 3 ) C 4 C C C C C 4 ) C ( O C ( C ) C ) = C C = C 1,C C ( C 1 = C C = C C = C 1 ) = O
266,CC(C)OC1=C(C2=CC=CC=C2P(C3CCCCC3)C4CCCCC4)C(OC(C)C)=CC=C1,O=C(C1=CC=CC=C1)C(F)(F)F,64.0,C C ( C ) O C 1 = C ( C 2 = C C = C C = C 2 P ( C 3 C C C C C 3 ) C 4 C C C C C 4 ) C ( O C ( C ) C ) = C C = C 1,O = C ( C 1 = C C = C C = C 1 ) C ( F ) ( F ) F
267,CC(C)OC1=C(C2=CC=CC=C2P(C3CCCCC3)C4CCCCC4)C(OC(C)C)=CC=C1,O=C(C1CCCCC1)C2=CC=CC=C2,3.0,C C ( C ) O C 1 = C ( C 2 = C C = C C = C 2 P ( C 3 C C C C C 3 ) C 4 C C C C C 4 ) C ( O C ( C ) C ) = C C = C 1,O = C ( C 1 C C C C C 1 ) C 2 = C C = C C = C 2
268,CC(C)OC1=C(C2=CC=CC=C2P(C3CCCCC3)C4CCCCC4)C(OC(C)C)=CC=C1,O=C1CCCC2=CC=CC=C21,1.0,C C ( C ) O C 1 = C ( C 2 = C C = C C = C 2 P ( C 3 C C C C C 3 ) C 4 C C C C C 4 ) C ( O C ( C ) C ) = C C = C 1,O = C 1 C C C C 2 = C C = C C = C 2 1
269,CC(C)OC1=C(C2=CC=CC=C2P(C3CCCCC3)C4CCCCC4)C(OC(C)C)=CC=C1,O=C1CCC2=CC=CC=C2C1,14.0,C C ( C ) O C 1 = C ( C 2 = C C = C C = C 2 P ( C 3 C C C C C 3 ) C 4 C C C C C 4 ) C ( O C ( C ) C ) = C C = C 1,O = C 1 C C C 2 = C C = C C = C 2 C 1
270,CC(C)OC1=C(C2=CC=CC=C2P(C3CCCCC3)C4CCCCC4)C(OC(C)C)=CC=C1,O=C(C1CCCCC1)C2CCCCC2,0.0,C C ( C ) O C 1 = C ( C 2 = C C = C C = C 2 P ( C 3 C C C C C 3 ) C 4 C C C C C 4 ) C ( O C ( C ) C ) = C C = C 1,O = C ( C 1 C C C C C 1 ) C 2 C C C C C 2
271,C1(C2=CC=CC=C2P(C3CCCCC3)C4CCCCC4)=CC=CC=C1,O=C(C1=CC=CC=C1)C2=CC=CC=C2,6.0,C 1 ( C 2 = C C = C C = C 2 P ( C 3 C C C C C 3 ) C 4 C C C C C 4 ) = C C = C C = C 1,O = C ( C 1 = C C = C C = C 1 ) C 2 = C C = C C = C 2
272,C1(C2=CC=CC=C2P(C3CCCCC3)C4CCCCC4)=CC=CC=C1,O=C(C1=CC=C(C)C=C1)C2=CC=C(C)C=C2,4.0,C 1 ( C 2 = C C = C C = C 2 P ( C 3 C C C C C 3 ) C 4 C C C C C 4 ) = C C = C C = C 1,O = C ( C 1 = C C = C ( C ) C = C 1 ) C 2 = C C = C ( C ) C = C 2
273,C1(C2=CC=CC=C2P(C3CCCCC3)C4CCCCC4)=CC=CC=C1,O=C(C1=CC=C(C=C1)OC)C2=CC=C(C=C2)OC,2.0,C 1 ( C 2 = C C = C C = C 2 P ( C 3 C C C C C 3 ) C 4 C C C C C 4 ) = C C = C C = C 1,O = C ( C 1 = C C = C ( C = C 1 ) O C ) C 2 = C C = C ( C = C 2 ) O C
274,C1(C2=CC=CC=C2P(C3CCCCC3)C4CCCCC4)=CC=CC=C1,O=C(C1=CC=C(F)C=C1)C2=CC=C(F)C=C2,7.0,C 1 ( C 2 = C C = C C = C 2 P ( C 3 C C C C C 3 ) C 4 C C C C C 4 ) = C C = C C = C 1,O = C ( C 1 = C C = C ( F ) C = C 1 ) C 2 = C C = C ( F ) C = C 2
275,C1(C2=CC=CC=C2P(C3CCCCC3)C4CCCCC4)=CC=CC=C1,CC(C1=CC=CC=C1)=O,4.0,C 1 ( C 2 = C C = C C = C 2 P ( C 3 C C C C C 3 ) C 4 C C C C C 4 ) = C C = C C = C 1,C C ( C 1 = C C = C C = C 1 ) = O
276,C1(C2=CC=CC=C2P(C3CCCCC3)C4CCCCC4)=CC=CC=C1,O=C(C1=CC=CC=C1)C(F)(F)F,62.0,C 1 ( C 2 = C C = C C = C 2 P ( C 3 C C C C C 3 ) C 4 C C C C C 4 ) = C C = C C = C 1,O = C ( C 1 = C C = C C = C 1 ) C ( F ) ( F ) F
277,C1(C2=CC=CC=C2P(C3CCCCC3)C4CCCCC4)=CC=CC=C1,O=C(C1CCCCC1)C2=CC=CC=C2,2.0,C 1 ( C 2 = C C = C C = C 2 P ( C 3 C C C C C 3 ) C 4 C C C C C 4 ) = C C = C C = C 1,O = C ( C 1 C C C C C 1 ) C 2 = C C = C C = C 2
278,C1(C2=CC=CC=C2P(C3CCCCC3)C4CCCCC4)=CC=CC=C1,O=C1CCCC2=CC=CC=C21,2.0,C 1 ( C 2 = C C = C C = C 2 P ( C 3 C C C C C 3 ) C 4 C C C C C 4 ) = C C = C C = C 1,O = C 1 C C C C 2 = C C = C C = C 2 1
279,C1(C2=CC=CC=C2P(C3CCCCC3)C4CCCCC4)=CC=CC=C1,O=C1CCC2=CC=CC=C2C1,6.0,C 1 ( C 2 = C C = C C = C 2 P ( C 3 C C C C C 3 ) C 4 C C C C C 4 ) = C C = C C = C 1,O = C 1 C C C 2 = C C = C C = C 2 C 1
