Entry,Ligand_SMILES,Substrate_SMILES,Yield
93,12 16 16 17 45 17 16 17 16 18 17 16 18 16 18 19 16 20 22 16 16 22 16 16 17 19 45 17 16 17 16 18 17 16 18 16 18 16 17 16 18 17 16 18 16 18 22 16 20 18 17 16 18 16 13 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,12 19 22 16 17 16 20 22 16 16 22 16 17 16 22 16 20 18 19 16 18 16 21 22 16 16 22 16 17 16 22 16 21 18 19 16 13 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,1.0
94,12 16 16 17 45 17 16 17 16 18 17 16 18 16 18 19 16 20 22 16 16 22 16 16 17 19 45 17 16 17 16 18 17 16 18 16 18 16 17 16 18 17 16 18 16 18 22 16 20 18 17 16 18 16 13 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,12 19 22 16 17 16 20 22 16 16 22 16 17 27 18 16 22 16 20 18 16 21 22 16 16 22 16 17 27 18 16 22 16 21 13 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,3.0
95,12 16 16 17 45 17 16 17 16 18 17 16 18 16 18 19 16 20 22 16 16 22 16 16 17 19 45 17 16 17 16 18 17 16 18 16 18 16 17 16 18 17 16 18 16 18 22 16 20 18 17 16 18 16 13 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,12 16 16 17 16 20 22 16 16 22 16 16 22 16 20 18 22 19 13 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,4.0
96,12 16 16 17 45 17 16 17 16 18 17 16 18 16 18 19 16 20 22 16 16 22 16 16 17 19 45 17 16 17 16 18 17 16 18 16 18 16 17 16 18 17 16 18 16 18 22 16 20 18 17 16 18 16 13 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,12 19 22 16 17 16 20 22 16 16 22 16 16 22 16 20 18 16 17 27 18 17 27 18 27 13 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,76.0
97,12 16 16 17 45 17 16 17 16 18 17 16 18 16 18 19 16 20 22 16 16 22 16 16 17 19 45 17 16 17 16 18 17 16 18 16 18 16 17 16 18 17 16 18 16 18 22 16 20 18 17 16 18 16 13 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,12 19 22 16 17 16 20 16 16 16 16 16 20 18 16 21 22 16 16 22 16 16 22 16 21 13 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,2.0
98,12 16 16 17 45 17 16 17 16 18 17 16 18 16 18 19 16 20 22 16 16 22 16 16 17 19 45 17 16 17 16 18 17 16 18 16 18 16 17 16 18 17 16 18 16 18 22 16 20 18 17 16 18 16 13 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,12 19 22 16 20 16 16 16 16 21 22 16 16 22 16 16 22 16 21 20 13 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,1.0
99,12 16 16 17 45 17 16 17 16 18 17 16 18 16 18 19 16 20 22 16 16 22 16 16 17 19 45 17 16 17 16 18 17 16 18 16 18 16 17 16 18 17 16 18 16 18 22 16 20 18 17 16 18 16 13 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,12 19 22 16 20 16 16 16 21 22 16 16 22 16 16 22 16 21 16 20 13 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,0.0
100,12 16 16 17 45 17 16 17 16 18 17 16 18 16 18 19 16 20 22 16 16 22 16 16 17 19 45 17 16 17 16 18 17 16 18 16 18 16 17 16 18 17 16 18 16 18 22 16 20 18 17 16 18 16 13 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,12 19 22 16 17 16 20 16 16 16 16 16 20 18 16 21 16 16 16 16 16 21 13 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,0.0
101,12 16 20 22 16 16 22 16 17 16 22 16 20 18 45 17 16 31 21 16 22 16 16 22 16 21 18 16 26 22 16 16 22 16 16 22 16 26 24 16 20 22 16 16 22 16 17 16 22 16 20 18 45 17 16 31 21 16 22 16 16 22 16 21 18 16 26 22 16 16 22 16 16 22 16 26 24 27 21 13 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,12 19 22 16 17 16 20 22 16 16 22 16 16 22 16 20 18 16 21 22 16 16 22 16 16 22 16 21 13 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,93.0
102,12 16 20 22 16 16 22 16 17 16 22 16 20 18 45 17 16 31 21 16 22 16 16 22 16 21 18 16 26 22 16 16 22 16 16 22 16 26 24 16 20 22 16 16 22 16 17 16 22 16 20 18 45 17 16 31 21 16 22 16 16 22 16 21 18 16 26 22 16 16 22 16 16 22 16 26 24 27 21 13 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,12 19 22 16 17 16 20 22 16 16 22 16 17 16 18 16 22 16 20 18 16 21 22 16 16 22 16 17 16 18 16 22 16 21 13 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,95.0
103,12 16 20 22 16 16 22 16 17 16 22 16 20 18 45 17 16 31 21 16 22 16 16 22 16 21 18 16 26 22 16 16 22 16 16 22 16 26 24 16 20 22 16 16 22 16 17 16 22 16 20 18 45 17 16 31 21 16 22 16 16 22 16 21 18 16 26 22 16 16 22 16 16 22 16 26 24 27 21 13 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,12 19 22 16 17 16 20 22 16 16 22 16 17 16 22 16 20 18 19 16 18 16 21 22 16 16 22 16 17 16 22 16 21 18 19 16 13 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,91.0
104,12 16 20 22 16 16 22 16 17 16 22 16 20 18 45 17 16 31 21 16 22 16 16 22 16 21 18 16 26 22 16 16 22 16 16 22 16 26 24 16 20 22 16 16 22 16 17 16 22 16 20 18 45 17 16 31 21 16 22 16 16 22 16 21 18 16 26 22 16 16 22 16 16 22 16 26 24 27 21 13 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,12 19 22 16 17 16 20 22 16 16 22 16 17 27 18 16 22 16 20 18 16 21 22 16 16 22 16 17 27 18 16 22 16 21 13 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,88.0
105,12 16 20 22 16 16 22 16 17 16 22 16 20 18 45 17 16 31 21 16 22 16 16 22 16 21 18 16 26 22 16 16 22 16 16 22 16 26 24 16 20 22 16 16 22 16 17 16 22 16 20 18 45 17 16 31 21 16 22 16 16 22 16 21 18 16 26 22 16 16 22 16 16 22 16 26 24 27 21 13 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,12 16 16 17 16 20 22 16 16 22 16 16 22 16 20 18 22 19 13 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,80.0
106,12 16 20 22 16 16 22 16 17 16 22 16 20 18 45 17 16 31 21 16 22 16 16 22 16 21 18 16 26 22 16 16 22 16 16 22 16 26 24 16 20 22 16 16 22 16 17 16 22 16 20 18 45 17 16 31 21 16 22 16 16 22 16 21 18 16 26 22 16 16 22 16 16 22 16 26 24 27 21 13 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,12 19 22 16 17 16 20 22 16 16 22 16 16 22 16 20 18 16 17 27 18 17 27 18 27 13 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,86.0
107,12 16 20 22 16 16 22 16 17 16 22 16 20 18 45 17 16 31 21 16 22 16 16 22 16 21 18 16 26 22 16 16 22 16 16 22 16 26 24 16 20 22 16 16 22 16 17 16 22 16 20 18 45 17 16 31 21 16 22 16 16 22 16 21 18 16 26 22 16 16 22 16 16 22 16 26 24 27 21 13 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,12 19 22 16 17 16 20 16 16 16 16 16 20 18 16 21 22 16 16 22 16 16 22 16 21 13 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,93.0
108,12 16 20 22 16 16 22 16 17 16 22 16 20 18 45 17 16 31 21 16 22 16 16 22 16 21 18 16 26 22 16 16 22 16 16 22 16 26 24 16 20 22 16 16 22 16 17 16 22 16 20 18 45 17 16 31 21 16 22 16 16 22 16 21 18 16 26 22 16 16 22 16 16 22 16 26 24 27 21 13 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,12 19 22 16 20 16 16 16 16 21 22 16 16 22 16 16 22 16 21 20 13 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,15.0
109,12 16 20 22 16 16 22 16 17 16 22 16 20 18 45 17 16 31 21 16 22 16 16 22 16 21 18 16 26 22 16 16 22 16 16 22 16 26 24 16 20 22 16 16 22 16 17 16 22 16 20 18 45 17 16 31 21 16 22 16 16 22 16 21 18 16 26 22 16 16 22 16 16 22 16 26 24 27 21 13 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,12 19 22 16 20 16 16 16 21 22 16 16 22 16 16 22 16 21 16 20 13 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,95.0
110,12 16 20 22 16 16 22 16 17 16 22 16 20 18 45 17 16 31 21 16 22 16 16 22 16 21 18 16 26 22 16 16 22 16 16 22 16 26 24 16 20 22 16 16 22 16 17 16 22 16 20 18 45 17 16 31 21 16 22 16 16 22 16 21 18 16 26 22 16 16 22 16 16 22 16 26 24 27 21 13 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,12 19 22 16 17 16 20 16 16 16 16 16 20 18 16 21 16 16 16 16 16 21 13 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,18.0
111,12 45 17 16 20 22 16 16 22 16 16 22 16 20 18 17 16 21 22 16 16 22 16 16 22 16 21 18 16 26 22 16 16 22 16 16 22 16 26 13 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,12 19 22 16 17 16 20 22 16 16 22 16 16 22 16 20 18 16 21 22 16 16 22 16 16 22 16 21 13 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,85.0
112,12 45 17 16 20 22 16 16 22 16 16 22 16 20 18 17 16 21 22 16 16 22 16 16 22 16 21 18 16 26 22 16 16 22 16 16 22 16 26 13 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,12 19 22 16 17 16 20 22 16 16 22 16 17 16 18 16 22 16 20 18 16 21 22 16 16 22 16 17 16 18 16 22 16 21 13 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,57.0
113,12 45 17 16 20 22 16 16 22 16 16 22 16 20 18 17 16 21 22 16 16 22 16 16 22 16 21 18 16 26 22 16 16 22 16 16 22 16 26 13 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,12 19 22 16 17 16 20 22 16 16 22 16 17 16 22 16 20 18 19 16 18 16 21 22 16 16 22 16 17 16 22 16 21 18 19 16 13 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,31.0
114,12 45 17 16 20 22 16 16 22 16 16 22 16 20 18 17 16 21 22 16 16 22 16 16 22 16 21 18 16 26 22 16 16 22 16 16 22 16 26 13 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,12 19 22 16 17 16 20 22 16 16 22 16 17 27 18 16 22 16 20 18 16 21 22 16 16 22 16 17 27 18 16 22 16 21 13 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,96.0
115,12 45 17 16 20 22 16 16 22 16 16 22 16 20 18 17 16 21 22 16 16 22 16 16 22 16 21 18 16 26 22 16 16 22 16 16 22 16 26 13 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,12 16 16 17 16 20 22 16 16 22 16 16 22 16 20 18 22 19 13 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,46.0
116,12 45 17 16 20 22 16 16 22 16 16 22 16 20 18 17 16 21 22 16 16 22 16 16 22 16 21 18 16 26 22 16 16 22 16 16 22 16 26 13 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,12 19 22 16 17 16 20 22 16 16 22 16 16 22 16 20 18 16 17 27 18 17 27 18 27 13 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,88.0
117,12 45 17 16 20 22 16 16 22 16 16 22 16 20 18 17 16 21 22 16 16 22 16 16 22 16 21 18 16 26 22 16 16 22 16 16 22 16 26 13 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,12 19 22 16 17 16 20 16 16 16 16 16 20 18 16 21 22 16 16 22 16 16 22 16 21 13 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,58.0
118,12 45 17 16 20 22 16 16 22 16 16 22 16 20 18 17 16 21 22 16 16 22 16 16 22 16 21 18 16 26 22 16 16 22 16 16 22 16 26 13 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,12 19 22 16 20 16 16 16 16 21 22 16 16 22 16 16 22 16 21 20 13 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,26.0
119,12 45 17 16 20 22 16 16 22 16 16 22 16 20 18 17 16 21 22 16 16 22 16 16 22 16 21 18 16 26 22 16 16 22 16 16 22 16 26 13 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,12 19 22 16 20 16 16 16 21 22 16 16 22 16 16 22 16 21 16 20 13 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,93.0
120,12 45 17 16 20 22 16 16 22 16 16 22 16 20 18 17 16 21 22 16 16 22 16 16 22 16 21 18 16 26 22 16 16 22 16 16 22 16 26 13 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,12 19 22 16 17 16 20 16 16 16 16 16 20 18 16 21 16 16 16 16 16 21 13 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,4.0
121,12 16 16 17 16 22 16 20 18 22 16 16 22 16 20 45 17 16 21 22 16 16 22 16 17 16 18 16 22 16 21 18 16 26 22 16 16 22 16 17 16 18 16 22 16 26 13 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,12 19 22 16 17 16 20 22 16 16 22 16 16 22 16 20 18 16 21 22 16 16 22 16 16 22 16 21 13 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,84.0
122,12 16 16 17 16 22 16 20 18 22 16 16 22 16 20 45 17 16 21 22 16 16 22 16 17 16 18 16 22 16 21 18 16 26 22 16 16 22 16 17 16 18 16 22 16 26 13 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,12 19 22 16 17 16 20 22 16 16 22 16 17 16 18 16 22 16 20 18 16 21 22 16 16 22 16 17 16 18 16 22 16 21 13 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,54.0
123,12 16 16 17 16 22 16 20 18 22 16 16 22 16 20 45 17 16 21 22 16 16 22 16 17 16 18 16 22 16 21 18 16 26 22 16 16 22 16 17 16 18 16 22 16 26 13 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,12 19 22 16 17 16 20 22 16 16 22 16 17 16 22 16 20 18 19 16 18 16 21 22 16 16 22 16 17 16 22 16 21 18 19 16 13 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,34.0
